ID,GoalPos,PresPos,PresSpd,PresVolt,PresCurent,PresTemp
2.00,0.00,115.66,0.00,236.00,55.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,55.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,237.00,56.00,43.00
2.00,0.00,115.66,0.00,237.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,237.00,56.00,43.00
2.00,0.00,115.66,0.00,237.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,236.00,56.00,43.00
2.00,0.00,115.66,0.00,237.00,44.00,43.00
2.00,0.00,115.66,0.00,237.00,33.00,43.00
2.00,0.00,115.66,0.00,238.00,22.00,43.00
2.00,0.00,115.66,0.00,238.00,14.00,43.00
2.00,0.00,115.66,0.00,239.00,10.00,43.00
2.00,0.00,115.13,-200.00,239.00,13.00,43.00
2.00,0.00,114.43,-100.00,238.00,14.00,43.00
2.00,0.00,113.73,-150.00,239.00,11.00,43.00
2.00,0.00,113.29,-100.00,239.00,10.00,43.00
2.00,0.00,113.11,0.00,239.00,14.00,43.00
2.00,0.00,112.05,-100.00,239.00,14.00,43.00
2.00,0.00,111.26,-200.00,239.00,19.00,43.00
2.00,0.00,110.82,-100.00,239.00,13.00,43.00
2.00,0.00,110.38,-150.00,239.00,12.00,43.00
2.00,0.00,109.94,-100.00,239.00,16.00,43.00
2.00,0.00,109.15,-150.00,239.00,17.00,43.00
2.00,0.00,108.45,-200.00,239.00,16.00,43.00
2.00,0.00,108.10,-100.00,239.00,13.00,43.00
2.00,0.00,107.66,0.00,239.00,16.00,43.00
