ID,GoalPos,PresPos,PresSpd,PresVolt,PresCurent,PresTemp
2.00,0.00,117.07,0.00,237.00,29.00,40.00
2.00,0.00,117.07,0.00,237.00,29.00,40.00
2.00,0.00,117.07,0.00,237.00,29.00,40.00
2.00,0.00,117.07,0.00,239.00,0.00,40.00
2.00,0.00,114.52,-550.00,239.00,1.00,40.00
2.00,0.00,109.86,-1000.00,239.00,0.00,40.00
2.00,0.00,103.52,-1200.00,239.00,0.00,40.00
2.00,0.00,96.57,-1250.00,239.00,7.00,40.00
2.00,0.00,90.33,-1150.00,239.00,11.00,40.00
2.00,0.00,84.44,-1050.00,239.00,43.00,40.00
2.00,0.00,81.27,-400.00,236.00,59.00,40.00
2.00,0.00,80.83,0.00,236.00,59.00,40.00
2.00,0.00,80.83,0.00,236.00,55.00,40.00
2.00,0.00,81.09,100.00,236.00,52.00,40.00
2.00,0.00,81.09,0.00,237.00,52.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,237.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,236.00,54.00,40.00
2.00,0.00,81.01,0.00,234.00,197.00,40.00
2.00,0.00,81.80,450.00,229.00,94.00,40.00
2.00,0.00,84.88,500.00,228.00,101.00,40.00
2.00,0.00,89.71,1100.00,228.00,49.00,40.00
2.00,0.00,97.72,1500.00,233.00,159.00,40.00
2.00,0.00,106.25,1500.00,236.00,56.00,40.00
2.00,0.00,114.17,1400.00,238.00,10.00,40.00
2.00,0.00,118.48,400.00,239.00,0.00,40.00
2.00,0.00,119.88,0.00,239.00,0.00,40.00
2.00,0.00,119.53,-50.00,239.00,4.00,40.00
2.00,0.00,118.30,-250.00,240.00,31.00,40.00
2.00,0.00,116.72,-300.00,237.00,38.00,40.00
2.00,0.00,116.63,0.00,237.00,34.00,40.00
2.00,0.00,116.89,50.00,237.00,32.00,41.00
2.00,0.00,116.89,0.00,237.00,32.00,40.00
2.00,0.00,116.80,-50.00,237.00,34.00,40.00
2.00,0.00,116.80,0.00,237.00,25.00,40.00
2.00,0.00,117.60,250.00,239.00,16.00,40.00
2.00,0.00,117.77,0.00,239.00,18.00,41.00
2.00,0.00,117.60,-50.00,237.00,21.00,41.00
2.00,0.00,117.51,0.00,240.00,18.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,240.00,19.00,41.00
2.00,0.00,117.51,-50.00,238.00,21.00,41.00
2.00,0.00,117.51,0.00,238.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,241.00,19.00,41.00
2.00,0.00,117.60,0.00,240.00,19.00,41.00
2.00,0.00,117.60,0.00,240.00,19.00,41.00
2.00,0.00,117.60,0.00,239.00,0.00,41.00
2.00,0.00,114.61,-650.00,239.00,0.00,41.00
2.00,0.00,109.50,-1000.00,239.00,0.00,41.00
2.00,0.00,103.26,-1150.00,239.00,0.00,41.00
2.00,0.00,96.49,-1250.00,239.00,6.00,41.00
2.00,0.00,90.51,-1100.00,239.00,11.00,41.00
2.00,0.00,84.61,-1050.00,239.00,41.00,41.00
2.00,0.00,81.27,-300.00,236.00,67.00,41.00
2.00,0.00,80.65,0.00,236.00,64.00,41.00
2.00,0.00,80.74,0.00,235.00,57.00,41.00
2.00,0.00,80.92,0.00,236.00,56.00,41.00
2.00,0.00,80.92,0.00,235.00,56.00,41.00
2.00,0.00,80.92,0.00,236.00,56.00,41.00
2.00,0.00,80.92,0.00,236.00,56.00,41.00
2.00,0.00,80.92,0.00,236.00,58.00,41.00
2.00,0.00,80.83,-50.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
